facility_id,name,city,state,facilityTypeId,operatorTypeId,claimed_capabilities,score,summary_text,description,unstructured_blob,label_icu,label_nicu,label_dialysis,label_oncology,label_general_surgery,label_trauma_emergency,label_emergency_appendectomy,label_cardiac_care,label_emergency_24x7,label_anesthesiologist,notes_for_labeler
vf_001324,AV Children Dental Clinic,Pune,Maharashtra,clinic,private,['trauma_emergency' 'dental'],75.0,"AV Children Dental Clinic | Pune, Maharashtra | type=clinic | specialties=pediatrics,pediatricDentistry,familyMedicine,dentistry | AV Children Dental Clinic is a Dentistry Clinic in Aundh, Pune. The clinic is visited by pediatric dentist Dr. Ashvini Phadnis and Dr. Chandrashekhar Vasant Phadnis.","AV Children Dental Clinic is a Dentistry Clinic in Aundh, Pune. The clinic is visited by pediatric dentist Dr. Ashvini Phadnis and Dr. Chandrashekhar Vasant Phadnis.","DESCRIPTION:
AV Children Dental Clinic is a Dentistry Clinic in Aundh, Pune. The clinic is visited by pediatric dentist Dr. Ashvini Phadnis and Dr. Chandrashekhar Vasant Phadnis.

SPECIALTIES:
- pediatrics
- pediatricDentistry
- familyMedicine
- dentistry

PROCEDURES:
- Dental prophylaxis
- Braces adjustment
- Composite bonding
- Traumatic dental injuries treatment
- Invisalign-based teeth straightening
- Space maintainers
- Tooth extraction
- Implant-retained dentures
- Mouth guard provision
- Dental restoration
- Scaling and polishing
- Ceramic veneers or crowns
- Pulpectomy
- Crowns and bridges fixing
- Dental sealant

CAPABILITY CLAIMS:
- Dr. Ashvini Phadnis is Pediatric Dentist (BDS, MDS - Paedodontics and Preventive Dentistry)
- Specializes in pediatric dentistry and preventive dentistry
- Located in Pune, in the Aundh area near Dmart and Parihar Chowk
- Located in Pune, India
- Has 15 years in healthcare
- Specializes in pediatric dentistry
- Identified as AV Children And Multispeciality Clinic on JustDial listing
- Has 1 doctor on staff at AV Children Dental Clinic
- Has 2 doctors on staff: Dr. Ashvini Phadnis (Pediatric Dentist) and Dr. Chandrashekhar Vasant Phadnis (Pediatrician)
- Dentistry clinic offering pediatric dentistry and general dentistry
- Located in Aundh, Pune

EQUIPMENT:
- Dental chair with attached dental unit and overhead operating light
- Dental imaging service available at the clinic
- Wall-mounted air conditioning unit (Voltas)",,,,,,,,,,,
vf_006719,"Kindcare Clinics, Mehdipatnam",Hyderabad,Telangana,clinic,private,['cardiac_care' 'physiotherapy'],75.0,"Kindcare Clinics, Mehdipatnam | Hyderabad, Telangana | type=clinic | specialties=infectiousDiseases,neurology,pulmonology,familyMedicine,cardiology,gastroenterology,internalMedicine,endocrinologyAndDiabetesAndMetabolism | A centre for comprehensive and holistic care of all your health problems. Internal Medicine and Diabetology Clinic.",A centre for comprehensive and holistic care of all your health problems. Internal Medicine and Diabetology Clinic.,"DESCRIPTION:
A centre for comprehensive and holistic care of all your health problems. Internal Medicine and Diabetology Clinic.

SPECIALTIES:
- infectiousDiseases
- neurology
- pulmonology
- familyMedicine
- cardiology
- gastroenterology
- internalMedicine
- endocrinologyAndDiabetesAndMetabolism

PROCEDURES:
- Provides physiotherapy services through a staff physiotherapist

CAPABILITY CLAIMS:
- Specializes in personalized healthcare
- Led by a consultant physician and diabetologist
- Dr. Mohammed Ahmed Hussain earned MD in Internal Medicine from Manipal University
- Dr. Mohammed Ahmed Hussain has 7 years of experience in internal medicine
- Has a physiotherapist on staff
- Offers online and in-person consultation
- Located in Mehdipatnam, Hyderabad
- KindCare Clinics features Dr. Mohammed Ahmed Hussain, Specialist in Internal Medicine
- Dr. Mohammed Ahmed Hussain earned MBBS from Gandhi Medical College, Hyderabad

EQUIPMENT:
- Wheelchair-accessible washroom
- Wheelchair seating in the clinic
- Wheelchair-accessible entrance and exit",,,,,,,,,,,
vf_001086,Arunachalam Hospital,Pulimpatti,Tamil Nadu,hospital,,['trauma_emergency' 'emergency_24x7'],80.0,"Arunachalam Hospital | Pulimpatti, Tamil Nadu | type=hospital | specialties=emergencyMedicine,internalMedicine | Arunachalam Hospital is a hospital located on Sathyamangalam Main Road, Pulimpatti, Erode, Tamil Nadu 638459, India. Treatment includes viral fever. Facilities include wheelchair accessible entrance and exit and wheelchair accessible car parking. Government schemes include Ayushman Card.","Arunachalam Hospital is a hospital located on Sathyamangalam Main Road, Pulimpatti, Erode, Tamil Nadu 638459, India. Treatment includes viral fever. Facilities include wheelchair accessible entrance and exit and wheelchair accessible car parking. Government schemes include Ayushman Card.","DESCRIPTION:
Arunachalam Hospital is a hospital located on Sathyamangalam Main Road, Pulimpatti, Erode, Tamil Nadu 638459, India. Treatment includes viral fever. Facilities include wheelchair accessible entrance and exit and wheelchair accessible car parking. Government schemes include Ayushman Card.

SPECIALTIES:
- emergencyMedicine
- internalMedicine

PROCEDURES:
- Treats viral fever

CAPABILITY CLAIMS:
- Offers 24/7 emergency care
- Has an on-site emergency department (Emergency Room)
- Accepts Ayushman Card (PM-JAY)

EQUIPMENT:
- Wheelchair accessible entrance and exit
- Wheelchair accessible in car parking",,,,,,,,,,,
vf_001871,Cardio Diabetes Clinic,Ludhiana,Punjab,clinic,private,['cardiac_care' 'emergency_24x7'],80.0,"Cardio Diabetes Clinic | Ludhiana, Punjab | type=clinic | specialties=familyMedicine,cardiology,endocrinologyAndDiabetesAndMetabolism | Providing exceptional cardiac care to the community",Providing exceptional cardiac care to the community,"DESCRIPTION:
Providing exceptional cardiac care to the community

SPECIALTIES:
- familyMedicine
- cardiology
- endocrinologyAndDiabetesAndMetabolism

CAPABILITY CLAIMS:
- Dr Manav Wadhera is a clinical cardiologist
- Offers online forms for patient paperwork
- Emergency information: For medical emergencies, call 911 immediately
- Provides patient portal to view test results and medical records
- Appointment planning: appointment required and appointments recommended
- Provides medicines on-site
- Cardio Diabetes Clinic is listed among diabetologist doctors in Ludhiana Pb
- Treats thyroid disorder
- Dr Manav Wadhera is affiliated as Associate Consultant Non-Invasive Cardiology at Fortis Hospital, Mall Road Ludhiana
- Dr. Manav Wadhera is the doctor at Cardio Diabetes Clinic in Ludhiana Pb
- Located in Ludhiana, Punjab
- Board certified in Cardiology
- Treats diabetes mellitus
- Offers telehealth visits (virtual consultations available)
- Treats heart disease
- Treats hypertension
- Offers online scheduling 24/7
- Office hours: Monday-Saturday 5-7 pm; Sunday closed

EQUIPMENT:
- Electrocardiogram (ECG) device available
- Wheelchair-accessible toilet
- Restroom
- Blood sample collection facility
- On-site blood glucose testing facility",,,,,,,,,,,
vf_009982,Younique Skin Hair Laser & Cosmetic Clinic,Surat,Gujarat,clinic,private,[],85.0,"Younique Skin Hair Laser & Cosmetic Clinic | Surat, Gujarat | type=clinic | specialties=familyMedicine,dermatology,cosmeticDermatology | Dermatologists; Skin Care Clinics",Dermatologists; Skin Care Clinics,"DESCRIPTION:
Dermatologists; Skin Care Clinics

SPECIALTIES:
- familyMedicine
- dermatology
- cosmeticDermatology

PROCEDURES:
- Post-acne scar treatment
- HydraFacial
- Laser treatment

CAPABILITY CLAIMS:
- Dermatology and cosmetic clinic
- Outpatient services
- Dermatologist Dr. Dipali Patoliya associated with the clinic

EQUIPMENT:
- On-site aesthetic laser device
- Treatment chair",,,,,,,,,,,
vf_000833,"APEX Diagnostic Centre - Math Choumuhani, Ground Floor of SBI, Agartala, Tripura, India",Agartala,Tripura,clinic,,['ultrasound' 'lab_diagnostics'],95.0,"APEX Diagnostic Centre - Math Choumuhani, Ground Floor of SBI, Agartala, Tripura, India | Agartala, Tripura | type=clinic | specialties=pathology,familyMedicine,radiology | Diagnostic centre per excellence at Agartala. Eminent radiologist, pathologist & biochemist under one roof. Ultrasonography, USG guided interventional procedures, pathological tests are done by experts in their fields.","Diagnostic centre per excellence at Agartala. Eminent radiologist, pathologist & biochemist under one roof. Ultrasonography, USG guided interventional procedures, pathological tests are done by experts in their fields.","DESCRIPTION:
Diagnostic centre per excellence at Agartala. Eminent radiologist, pathologist & biochemist under one roof. Ultrasonography, USG guided interventional procedures, pathological tests are done by experts in their fields.

SPECIALTIES:
- pathology
- familyMedicine
- radiology

PROCEDURES:
- Offers diagnostic imaging scans
- Provides diagnostic laboratory testing services

CAPABILITY CLAIMS:
- Located in Agartala, Tripura
- Provides diagnostic laboratory testing and imaging services

EQUIPMENT:
- Microscope used for laboratory testing",,,,,,,,,,,
vf_005805,Isha Hearing Clinic,Bengaluru,Karnataka,clinic,private,[],85.0,"Isha Hearing Clinic | Bengaluru, Karnataka | type=clinic | specialties=pathology,familyMedicine,otolaryngology | Established in the year 2021 at Bengaluru, Karnataka we ""Isha Hearing Clinic"" are as Sole Proprietorship based firm ,engaged as the foremost Retailer Of Hearing Aid, BTE Hearing Aid and many more.","Established in the year 2021 at Bengaluru, Karnataka we ""Isha Hearing Clinic"" are as Sole Proprietorship based firm ,engaged as the foremost Retailer Of Hearing Aid, BTE Hearing Aid and many more.","DESCRIPTION:
Established in the year 2021 at Bengaluru, Karnataka we ""Isha Hearing Clinic"" are as Sole Proprietorship based firm ,engaged as the foremost Retailer Of Hearing Aid, BTE Hearing Aid and many more.

SPECIALTIES:
- pathology
- familyMedicine
- otolaryngology

PROCEDURES:
- Hearing testing (audiometry)
- Otoacoustic emissions testing
- Impedance testing (tympanometry)

CAPABILITY CLAIMS:
- Outpatient hearing care clinic
- Offers products from multiple brands including Unitron, Starkey, Phonak, Siemens and other major hearing-aid brands
- Established in 2021 as a sole proprietorship
- Retailer of hearing aids in Bengaluru, Karnataka
- Established in 2021
- Offers hearing aids from Oticon, Phonak, and Siemens

EQUIPMENT:
- OMNIA 460 Minirie
- Starkey Livio 1000 Bte 13
- Wheelchair-accessible elevator
- Insera B-312 NW Omni
- Bluetooth Hearing Aids
- Hearing aids including Unitron T Moxifit 600
- Naida L50 SP
- Hearing Aid 48 Channel
- Evovle AI 1000 RIC312
- P30 PR
- Unitron Quantum 12 S Bte Hearing Aids
- Pure C&G 1IX / T1IX
- Starkey Livio 1000 Bte R
- Neera 2 BTE
- Audeo P 312
- Phonak Audeo L-30-R
- NEXIA 4 CIC
- Naida L-30 UP
- Naida L-50-UP
- ENZO Q 598 SP BTE",,,,,,,,,,,
vf_005461,"Holy Promise Homeopathic Clinic Near Kithor Stand, Kila Parikshit Garh, Meerut, Uttar Pradesh, India",Meerut,Uttar Pradesh,clinic,private,[],85.0,"Holy Promise Homeopathic Clinic Near Kithor Stand, Kila Parikshit Garh, Meerut, Uttar Pradesh, India | Meerut, Uttar Pradesh | type=clinic | specialties=pediatrics,neurology,familyMedicine,cardiology,gastroenterology,psychiatry | Holy Promise Homeopathic Clinic offers personalized homeopathic care provided by expert homeopathic consultants.",Holy Promise Homeopathic Clinic offers personalized homeopathic care provided by expert homeopathic consultants.,"DESCRIPTION:
Holy Promise Homeopathic Clinic offers personalized homeopathic care provided by expert homeopathic consultants.

SPECIALTIES:
- pediatrics
- neurology
- familyMedicine
- cardiology
- gastroenterology
- psychiatry

PROCEDURES:
- Provides personalized homeopathy care assistance by expert practitioners
- Offers homeopathic consultations and treatment
- Provides personalized homeopathy treatment and consultations

CAPABILITY CLAIMS:
- Operates as a homeopathic clinic
- Operates a homeopathic clinic
- Is a homeopathic clinic
- Has wheelchair-accessible car parking
- Has wheelchair-accessible entrance and exit
- Provides personalized homeopathy care by experts
- Provides personalized homeopathy care by expert practitioners

EQUIPMENT:
- Image shows pellets associated with homeopathic remedies",,,,,,,,,,,
vf_003363,"Dr Rekha Chandak's - Ayu Raksha Clinic, Kalyan",Kalyan,Maharashtra,clinic,,['obgyn_delivery'],90.0,"Dr Rekha Chandak's - Ayu Raksha Clinic, Kalyan | Kalyan, Maharashtra | type=clinic | specialties=familyMedicine | Family Physician, Gyneac and Pregnancy (ANC) Care, Child Care & Vaccination Center, Ayurvedic Consultancy, Blood Investigations.","Family Physician, Gyneac and Pregnancy (ANC) Care, Child Care & Vaccination Center, Ayurvedic Consultancy, Blood Investigations.","DESCRIPTION:
Family Physician, Gyneac and Pregnancy (ANC) Care, Child Care & Vaccination Center, Ayurvedic Consultancy, Blood Investigations.

SPECIALTIES:
- familyMedicine

EQUIPMENT:
(none listed)",,,,,,,,,,,
vf_004032,Dr. Pathak s Superspecialty Dental & Implant Clinic,Kalyan,Maharashtra,clinic,private,['dental'],90.0,"Dr. Pathak s Superspecialty Dental & Implant Clinic | Kalyan, Maharashtra | type=clinic | specialties=dentistry,familyMedicine | Superspecialty Dental & Implant Clinic",Superspecialty Dental & Implant Clinic,"DESCRIPTION:
Superspecialty Dental & Implant Clinic

SPECIALTIES:
- dentistry
- familyMedicine

CAPABILITY CLAIMS:
- Superspecialty dental clinic
- Dental implant clinic

EQUIPMENT:
(none listed)",,,,,,,,,,,
vf_000162,Aashirwad Dental Implant and Cosmetic Rehabilitation Center,Rajkot,Gujarat,dentist,private,['dental' 'physiotherapy'],90.0,"Aashirwad Dental Implant and Cosmetic Rehabilitation Center | Rajkot, Gujarat | type=dentist | specialties=familyMedicine,dentistry,orthodontics | Aashirwad Dental Implant & Cosmetic Rehabilitation Center is in Rajkot, India.","Aashirwad Dental Implant & Cosmetic Rehabilitation Center is in Rajkot, India.","DESCRIPTION:
Aashirwad Dental Implant & Cosmetic Rehabilitation Center is in Rajkot, India.

SPECIALTIES:
- familyMedicine
- dentistry
- orthodontics

PROCEDURES:
- Provides orthodontic treatment including metal braces, ceramic braces, and clear aligners.

CAPABILITY CLAIMS:
- Orthodontic care specializing in braces and aligners.

EQUIPMENT:
(none listed)",,,,,,,,,,,
vf_007330,Mahavir International Diagnostic Cenre,Nagari,Rajasthan,clinic,,['lab_diagnostics'],95.0,"Mahavir International Diagnostic Cenre | Nagari, Rajasthan | type=clinic | specialties=pathology,familyMedicine,internalMedicine | Pathology & Diagnostic Lab",Pathology & Diagnostic Lab,"DESCRIPTION:
Pathology & Diagnostic Lab

SPECIALTIES:
- pathology
- familyMedicine
- internalMedicine

PROCEDURES:
- Provides laboratory testing services
- Performs pathology tests and diagnostic laboratory procedures

CAPABILITY CLAIMS:
- Diagnostic laboratory services in Nagaur, Rajasthan
- Provides pathology and diagnostic laboratory services
- Located in Nagaur, Rajasthan

EQUIPMENT:
- Wheelchair-accessible washroom
- Wheelchair-accessible car parking",,,,,,,,,,,
vf_004257,Dr. Sandip Ganguly - Medical Oncologist,Kolkata,West Bengal,doctor,private,['oncology'],90.0,"Dr. Sandip Ganguly - Medical Oncologist | Kolkata, West Bengal | type=doctor | specialties=medicalOncology | Meet Dr. Sandip Ganguly, dedicated to cancer care, screening, and prevention in Kolkata, Dr. Ganguly brings compassion and expertise to every patient's journey.","Meet Dr. Sandip Ganguly, dedicated to cancer care, screening, and prevention in Kolkata, Dr. Ganguly brings compassion and expertise to every patient's journey.","DESCRIPTION:
Meet Dr. Sandip Ganguly, dedicated to cancer care, screening, and prevention in Kolkata, Dr. Ganguly brings compassion and expertise to every patient's journey.

SPECIALTIES:
- medicalOncology

EQUIPMENT:
(none listed)",,,,,,,,,,,
vf_001906,Care N Cure Dental & Cancer Clinic,Coimbatore,Tamil Nadu,clinic,,['oncology' 'dental'],90.0,"Care N Cure Dental & Cancer Clinic | Coimbatore, Tamil Nadu | type=clinic | specialties=dentistry,medicalOncology,familyMedicine | nan",,"SPECIALTIES:
- dentistry
- medicalOncology
- familyMedicine

EQUIPMENT:
(none listed)",,,,,,,,,,,
vf_000859,Apollo Cancer Centres Visakhapatnam,Visakhapatnam,andhra Pradesh,hospital,private,['oncology'],95.0,"Apollo Cancer Centres Visakhapatnam | Visakhapatnam, andhra Pradesh | type=hospital | specialties=breastImaging,gynecologicalOncology,radiology,internalMedicine,medicalOncology,hematology | Centre of excellence in cancer care.",Centre of excellence in cancer care.,"DESCRIPTION:
Centre of excellence in cancer care.

SPECIALTIES:
- breastImaging
- gynecologicalOncology
- radiology
- internalMedicine
- medicalOncology
- hematology

PROCEDURES:
- Hematopoietic stem cell transplantation (HSCT) undertaken for high-risk thalassemia at Apollo Cancer Centres, Visakhapatnam, described as the first successful case in Andhra Pradesh

CAPABILITY CLAIMS:
- Offers hematopoietic stem cell transplantation (HSCT) for thalassemia
- Provides hematology-oncology services
- Has a lead consultant in medical and hemat-oncology on staff
- Inaugurated by the Honourable Chief Minister of Andhra Pradesh
- Located in Visakhapatnam

EQUIPMENT:
- Apollo Cancer Center Visakhapatnam is equipped with state-of-the-art technology",,,,,,,,,,,
vf_006640,Kharel Hospital,Gandevi,Gujarat,hospital,,['oncology' 'emergency_24x7' 'lab_diagnostics'],100.0,"Kharel Hospital | Gandevi, Gujarat | type=hospital | specialties=breastImaging,radiology,anatomicPathology,internalMedicine,clinicalPathology,medicalOncology | Nirali Memorial Medical Trust augmented the medical facilities at Kharel Hospital in Gujarat by activating the Nicchabhai Ratnaji Naik Wing in the facility.",Nirali Memorial Medical Trust augmented the medical facilities at Kharel Hospital in Gujarat by activating the Nicchabhai Ratnaji Naik Wing in the facility.,"DESCRIPTION:
Nirali Memorial Medical Trust augmented the medical facilities at Kharel Hospital in Gujarat by activating the Nicchabhai Ratnaji Naik Wing in the facility.

SPECIALTIES:
- breastImaging
- radiology
- anatomicPathology
- internalMedicine
- clinicalPathology
- medicalOncology

CAPABILITY CLAIMS:
- Open 24/7

EQUIPMENT:
- Nicchabhai Ratnaji Naik Wing is activated at Kharel Hospital in Gujarat by Nirali Memorial Medical Trust (announced 11 July 2018).",,,,,,,,,,,
vf_009582,"The Roy's Homoeopathia - House No.63/34/1 Shahid Mangal Pandey Rd, Barrackpore, WB 700120",Barrackpore,West Bengal,clinic,private,['oncology' 'mental_health'],90.0,"The Roy's Homoeopathia - House No.63/34/1 Shahid Mangal Pandey Rd, Barrackpore, WB 700120 | Barrackpore, West Bengal | type=clinic | specialties=psychiatry,familyMedicine,infectiousDiseases,medicalOncology | The Roy's Homoeopathia is a homeopathy clinic associated with Dr. Chinmoy Roy, located at House No.63/34/1 Shahid Mangal Pandey Rd, Barrackpore, West Bengal, India. Contact email theroyshomoeopathia@gmail.com and phone +919333511947.","The Roy's Homoeopathia is a homeopathy clinic associated with Dr. Chinmoy Roy, located at House No.63/34/1 Shahid Mangal Pandey Rd, Barrackpore, West Bengal, India. Contact email theroyshomoeopathia@gmail.com and phone +919333511947.","DESCRIPTION:
The Roy's Homoeopathia is a homeopathy clinic associated with Dr. Chinmoy Roy, located at House No.63/34/1 Shahid Mangal Pandey Rd, Barrackpore, West Bengal, India. Contact email theroyshomoeopathia@gmail.com and phone +919333511947.

SPECIALTIES:
- psychiatry
- familyMedicine
- infectiousDiseases
- medicalOncology

EQUIPMENT:
(none listed)",,,,,,,,,,,
vf_005570,I Care Diagnostic and Dialysis Center,Mumbai,Maharashtra,clinic,private,['dialysis' 'cardiac_care' 'radiology_xray' 'lab_diagnostics'],81.67,"I Care Diagnostic and Dialysis Center | Mumbai, Maharashtra | type=clinic | specialties=radiology,familyMedicine,nephrology,cardiology,pathology | I Care Diagnostic and Dialysis Center; Your Trusted Partner in Health and Wellness",I Care Diagnostic and Dialysis Center; Your Trusted Partner in Health and Wellness,"DESCRIPTION:
I Care Diagnostic and Dialysis Center; Your Trusted Partner in Health and Wellness

SPECIALTIES:
- radiology
- familyMedicine
- nephrology
- cardiology
- pathology

PROCEDURES:
- Instant ECG test and reporting by a cardiologist-certified clinician with results delivered within 10 minutes
- 2D echocardiography (2D-Echo) service
- Provides dialysis services
- Comprehensive Health Care Plan (106 parameters) and Complete Health Care Plan (96 parameters)
- Performs electrocardiogram (ECG)
- Offers dialysis services (infection-free dialysis)
- Pre-operative evaluation package including CBC, creatinine, bilirubin, urine routine, blood sugar, HbA1c, PT/INR, blood group, chest X-ray (PA), and ECG
- Provides digital X-ray imaging
- Conducts blood sugar testing
- Provides ultrasound (sonography) services
- Home-visit diagnostic service for routine check-ups, blood sugar and blood pressure monitoring, with female doctor available
- Performs ESR testing
- Performs 2D echocardiography
- Digital X-ray imaging with film reports delivered within 30 minutes

CAPABILITY CLAIMS:
- Offers home-visit diagnostic services
- Provides outpatient services
- Provides dialysis services
- Charitable OPD services
- Dr. M. Arif is the consultant physician at the center
- Private center care options with charitable rate
- Offers comprehensive health care plans
- Offers charitable OPD
- Outpatient diagnostic and dialysis center
- Has Dr Shaikh M. Arif as a consulting physician
- Dialysis center located in Khar West, Mumbai

EQUIPMENT:
- Electrocardiography (ECG) equipment with cardiologist oversight
- Dialysis equipment for dialysis center
- Digital X-ray system with on-site film reporting
- Digital X-Ray imaging equipment
- 2D echocardiography (2D-Echo) equipment",,,,,,,,,,,
vf_001241,Asvins Specialty Hospital,Hyderabad,Telangana,hospital,private,['oncology'],90.0,"Asvins Specialty Hospital | Hyderabad, Telangana | type=hospital | specialties=internalMedicine | Best Cancer Hospital in Hyderabad. Asvins Specialty Hospitals providing comprehensive care for oncology.",Best Cancer Hospital in Hyderabad. Asvins Specialty Hospitals providing comprehensive care for oncology.,"DESCRIPTION:
Best Cancer Hospital in Hyderabad. Asvins Specialty Hospitals providing comprehensive care for oncology.

SPECIALTIES:
- internalMedicine

EQUIPMENT:
(none listed)",,,,,,,,,,,
vf_005780,"Intima Heart & Critical Care Lokmat Square, Nagpur",Nagpur,Maharashtra,hospital,private,['cardiac_care' 'lab_diagnostics'],100.0,"Intima Heart & Critical Care Lokmat Square, Nagpur | Nagpur, Maharashtra | type=hospital | specialties=criticalCareMedicine,interventionalCardiology,cardiacSurgery,cardiology,internalMedicine,interventionalNeurology,gynecology,interventionalRadiology | Intima Heart Care provides a comprehensive range of diagnostics services and treatment modalities for cardiovascular ailments. The hospital has 24x7 active cath lab AZURION and advanced imaging with Echo and HD IVUS.",Intima Heart Care provides a comprehensive range of diagnostics services and treatment modalities for cardiovascular ailments. The hospital has 24x7 active cath lab AZURION and advanced imaging with Echo and HD IVUS.,"DESCRIPTION:
Intima Heart Care provides a comprehensive range of diagnostics services and treatment modalities for cardiovascular ailments. The hospital has 24x7 active cath lab AZURION and advanced imaging with Echo and HD IVUS.

SPECIALTIES:
- criticalCareMedicine
- interventionalCardiology
- cardiacSurgery
- cardiology
- internalMedicine
- interventionalNeurology
- gynecology
- interventionalRadiology

PROCEDURES:
- Perform echocardiography imaging using an Echo Machine
- Perform intravascular imaging using HD IVUS

CAPABILITY CLAIMS:
- Intervention Radiology
- Popular hospital for cardiac problems in Nagpur
- Dedicated cardiac and critical care ICCU
- Echocardiography and intravascular ultrasound diagnostic capabilities
- Has a Critical Care Unit
- Located in Nagpur, Maharashtra
- Cardiology
- Gynecology
- Cardiology and intensivist staff on site
- Open 24 hours / 24/7 emergency care
- 24/7 emergency cardiac care
- Intervention Cardiology
- Intervention Neurology
- Provides cardiovascular and gynecology care in Nagpur, Maharashtra

EQUIPMENT:
- Echo machine for cardiac imaging
- HD IVUS imaging system
- AZURION cath lab for interventional cardiology",,,,,,,,,,,
